RANK	SYL	COUNT	P(Syl)     	Sum(P(Syl))
3321	m@N	4	0.0000039579	0.9882500663
3322	lo:nt	4	0.0000039579	0.9882540242
3323	lar	4	0.0000039579	0.9882579820
3324	lans	4	0.0000039579	0.9882619399
3325	laUn	4	0.0000039579	0.9882658978
3326	lYf	4	0.0000039579	0.9882698557
3327	lU	4	0.0000039579	0.9882738135
3328	lQaUS	4	0.0000039579	0.9882777714
3329	lOt	4	0.0000039579	0.9882817293
3330	lEp	4	0.0000039579	0.9882856871
3331	ky:l	4	0.0000039579	0.9882896450
3332	ky:	4	0.0000039579	0.9882936029
3333	kvi	4	0.0000039579	0.9882975608
3334	kve:ms	4	0.0000039579	0.9883015186
3335	kvY6	4	0.0000039579	0.9883054765
3336	kvIs	4	0.0000039579	0.9883094344
3337	kstE6	4	0.0000039579	0.9883133923
3338	kst@	4	0.0000039579	0.9883173501
3339	kspi:6	4	0.0000039579	0.9883213080
3340	kry:	4	0.0000039579	0.9883252659
3341	klo:	4	0.0000039579	0.9883292237
3342	kla:6n	4	0.0000039579	0.9883331816
3343	klIj	4	0.0000039579	0.9883371395
3344	klINQ	4	0.0000039579	0.9883410974
3345	klE:6	4	0.0000039579	0.9883450552
3346	kamp	4	0.0000039579	0.9883490131
3347	kaUn	4	0.0000039579	0.9883529710
3348	kaIN	4	0.0000039579	0.9883569288
3349	kUts	4	0.0000039579	0.9883608867
3350	kUns	4	0.0000039579	0.9883648446
3351	kU	4	0.0000039579	0.9883688025
3352	kStYk	4	0.0000039579	0.9883727603
3353	kQaNs	4	0.0000039579	0.9883767182
3354	kOmst	4	0.0000039579	0.9883806761
3355	kIN	4	0.0000039579	0.9883846340
3356	kE6	4	0.0000039579	0.9883885918
3357	jtst	4	0.0000039579	0.9883925497
3358	jas	4	0.0000039579	0.9883965076
3359	jaI	4	0.0000039579	0.9884004654
3360	jIn	4	0.0000039579	0.9884044233
3361	hy:	4	0.0000039579	0.9884083812
3362	hu	4	0.0000039579	0.9884123391
3363	hsSo:	4	0.0000039579	0.9884162969
3364	hnEn	4	0.0000039579	0.9884202548
3365	hi:l	4	0.0000039579	0.9884242127
3366	halb	4	0.0000039579	0.9884281706
3367	haft	4	0.0000039579	0.9884321284
3368	haIss	4	0.0000039579	0.9884360863
3369	ha:k	4	0.0000039579	0.9884400442
3370	hUx	4	0.0000039579	0.9884440020
3371	hOkt	4	0.0000039579	0.9884479599
3372	hOk	4	0.0000039579	0.9884519178
3373	hIlfs	4	0.0000039579	0.9884558757
3374	hENt	4	0.0000039579	0.9884598335
3375	hEC	4	0.0000039579	0.9884637914
3376	gu:l	4	0.0000039579	0.9884677493
3377	graUxt	4	0.0000039579	0.9884717071
3378	grOYm	4	0.0000039579	0.9884756650
3379	grIs	4	0.0000039579	0.9884796229
3380	grEnts	4	0.0000039579	0.9884835808
3381	gli:	4	0.0000039579	0.9884875386
3382	gla:s	4	0.0000039579	0.9884914965
3383	gla:	4	0.0000039579	0.9884954544
3384	glICs	4	0.0000039579	0.9884994123
3385	glE6nt	4	0.0000039579	0.9885033701
3386	gi:n	4	0.0000039579	0.9885073280
3387	gbraxt	4	0.0000039579	0.9885112859
3388	gal	4	0.0000039579	0.9885152437
3389	ga:b	4	0.0000039579	0.9885192016
3390	gUn	4	0.0000039579	0.9885231595
3391	gU6	4	0.0000039579	0.9885271174
3392	gSti:	4	0.0000039579	0.9885310752
3393	gIm	4	0.0000039579	0.9885350331
3394	g@ntC	4	0.0000039579	0.9885389910
3395	fy:r	4	0.0000039579	0.9885429489
3396	fy:l	4	0.0000039579	0.9885469067
3397	fu:6	4	0.0000039579	0.9885508646
3398	ftI	4	0.0000039579	0.9885548225
3399	fre:	4	0.0000039579	0.9885587803
3400	fre	4	0.0000039579	0.9885627382
3401	fo:m	4	0.0000039579	0.9885666961
3402	fo:6n	4	0.0000039579	0.9885706540
3403	fo:6S	4	0.0000039579	0.9885746118
3404	fly:g	4	0.0000039579	0.9885785697
3405	flOt	4	0.0000039579	0.9885825276
3406	flIm	4	0.0000039579	0.9885864854
3407	fl2:	4	0.0000039579	0.9885904433
3408	faxs	4	0.0000039579	0.9885944012
3409	farp	4	0.0000039579	0.9885983591
3410	fY6Ct	4	0.0000039579	0.9886023169
3411	fUts	4	0.0000039579	0.9886062748
3412	fE	4	0.0000039579	0.9886102327
3413	f2:	4	0.0000039579	0.9886141906
3414	e:t	4	0.0000039579	0.9886181484
3415	dz@s	4	0.0000039579	0.9886221063
3416	drYkt	4	0.0000039579	0.9886260642
3417	drUn	4	0.0000039579	0.9886300220
3418	drUkt	4	0.0000039579	0.9886339799
3419	drEk	4	0.0000039579	0.9886379378
3420	dnU	4	0.0000039579	0.9886418957
3421	dlUN	4	0.0000039579	0.9886458535
3422	dl@	4	0.0000039579	0.9886498114
3423	djOn	4	0.0000039579	0.9886537693
3424	de:t	4	0.0000039579	0.9886577272
3425	daIm	4	0.0000039579	0.9886616850
3426	dZe	4	0.0000039579	0.9886656429
3427	dUSt	4	0.0000039579	0.9886696008
3428	dOts	4	0.0000039579	0.9886735586
3429	dIns	4	0.0000039579	0.9886775165
3430	dIm	4	0.0000039579	0.9886814744
3431	dEl	4	0.0000039579	0.9886854323
3432	d@r	4	0.0000039579	0.9886893901
3433	bzu:xt	4	0.0000039579	0.9886933480
3434	bzu:	4	0.0000039579	0.9886973059
3435	bri:k	4	0.0000039579	0.9887012637
3436	brax	4	0.0000039579	0.9887052216
3437	brUx	4	0.0000039579	0.9887091795
3438	blEn	4	0.0000039579	0.9887131374
3439	bl2:d	4	0.0000039579	0.9887170952
3440	bi:n	4	0.0000039579	0.9887210531
3441	baUxt	4	0.0000039579	0.9887250110
3442	baId	4	0.0000039579	0.9887289689
3443	ba:d	4	0.0000039579	0.9887329267
3444	bY6	4	0.0000039579	0.9887368846
3445	bUnt	4	0.0000039579	0.9887408425
3446	bE6n	4	0.0000039579	0.9887448003
3447	b@m	4	0.0000039579	0.9887487582
3448	b	4	0.0000039579	0.9887527161
3449	alp	4	0.0000039579	0.9887566740
3450	aInts	4	0.0000039579	0.9887606318
3451	a:N	4	0.0000039579	0.9887645897
3452	Uk	4	0.0000039579	0.9887685476
3453	U6	4	0.0000039579	0.9887725055
3454	SvaIn	4	0.0000039579	0.9887764633
3455	SvUN	4	0.0000039579	0.9887804212
3456	Stu:l	4	0.0000039579	0.9887843791
3457	Strat	4	0.0000039579	0.9887883369
3458	Start	4	0.0000039579	0.9887922948
3459	Stam	4	0.0000039579	0.9887962527
3460	StaUn	4	0.0000039579	0.9888002106
3461	StaIm	4	0.0000039579	0.9888041684
3462	StYt	4	0.0000039579	0.9888081263
3463	StY6ts	4	0.0000039579	0.9888120842
3464	Sro:t	4	0.0000039579	0.9888160420
3465	SraU	4	0.0000039579	0.9888199999
3466	SraN	4	0.0000039579	0.9888239578
3467	Spre:Cs	4	0.0000039579	0.9888279157
3468	SprYN	4	0.0000039579	0.9888318735
3469	SprEN	4	0.0000039579	0.9888358314
3470	SmEk	4	0.0000039579	0.9888397893
3471	SlIms	4	0.0000039579	0.9888437472
3472	Se:6	4	0.0000039579	0.9888477050
3473	SaIm	4	0.0000039579	0.9888516629
3474	SUNs	4	0.0000039579	0.9888556208
3475	SOf	4	0.0000039579	0.9888595786
3476	SO	4	0.0000039579	0.9888635365
3477	SIr	4	0.0000039579	0.9888674944
3478	SI	4	0.0000039579	0.9888714523
3479	SE6ts	4	0.0000039579	0.9888754101
3480	S@s	4	0.0000039579	0.9888793680
3481	Qok	4	0.0000039579	0.9888833259
3482	Qans	4	0.0000039579	0.9888872838
3483	QUts	4	0.0000039579	0.9888912416
3484	QUps	4	0.0000039579	0.9888951995
3485	QO	4	0.0000039579	0.9888991574
3486	QElts	4	0.0000039579	0.9889031152
3487	O6nt	4	0.0000039579	0.9889070731
3488	O6k	4	0.0000039579	0.9889110310
3489	E6s	4	0.0000039579	0.9889149889
3490	D6	4	0.0000039579	0.9889189467
3491	C@N	4	0.0000039579	0.9889229046
3492	zy:t	3	0.0000029684	0.9889258730
3493	zr6	3	0.0000029684	0.9889288414
3494	zntC	3	0.0000029684	0.9889318098
3495	zns	3	0.0000029684	0.9889347782
3496	zjo:m	3	0.0000029684	0.9889377466
3497	zjo	3	0.0000029684	0.9889407150
3498	zi:pt	3	0.0000029684	0.9889436834
3499	zaks	3	0.0000029684	0.9889466518
3500	zaNs	3	0.0000029684	0.9889496202
3501	zaN	3	0.0000029684	0.9889525886
3502	zUnt	3	0.0000029684	0.9889555571
3503	zOls	3	0.0000029684	0.9889585255
3504	zIpt	3	0.0000029684	0.9889614939
3505	z@N	3	0.0000029684	0.9889644623
3506	y:s	3	0.0000029684	0.9889674307
3507	xt	3	0.0000029684	0.9889703991
3508	x@m	3	0.0000029684	0.9889733675
3509	vy:	3	0.0000029684	0.9889763359
3510	viz	3	0.0000029684	0.9889793043
3511	vi:l	3	0.0000029684	0.9889822727
3512	vax	3	0.0000029684	0.9889852411
3513	vantsst	3	0.0000029684	0.9889882095
3514	vak	3	0.0000029684	0.9889911779
3515	vYst	3	0.0000029684	0.9889941463
3516	vU6d	3	0.0000029684	0.9889971147
3517	vIp	3	0.0000029684	0.9890000831
3518	vInt	3	0.0000029684	0.9890030515
3519	vIlst	3	0.0000029684	0.9890060199
3520	vEp	3	0.0000029684	0.9890089883
3521	vEnts	3	0.0000029684	0.9890119567
3522	vE6n	3	0.0000029684	0.9890149251
3523	v96t	3	0.0000029684	0.9890178935
3524	v2:	3	0.0000029684	0.9890208619
3525	tu:ls	3	0.0000029684	0.9890238303
3526	tsva:n	3	0.0000029684	0.9890267988
3527	tsu:g	3	0.0000029684	0.9890297672
3528	tsja:l	3	0.0000029684	0.9890327356
3529	tse:k	3	0.0000029684	0.9890357040
3530	tsap	3	0.0000029684	0.9890386724
3531	tsak	3	0.0000029684	0.9890416408
3532	tsaIg	3	0.0000029684	0.9890446092
3533	tsIg	3	0.0000029684	0.9890475776
3534	tsIN	3	0.0000029684	0.9890505460
3535	tsICt	3	0.0000029684	0.9890535144
3536	tsI6k	3	0.0000029684	0.9890564828
3537	tsEk	3	0.0000029684	0.9890594512
3538	tsE:n	3	0.0000029684	0.9890624196
3539	ts@m	3	0.0000029684	0.9890653880
3540	ts9lf	3	0.0000029684	0.9890683564
3541	tru:f	3	0.0000029684	0.9890713248
3542	tri:6t	3	0.0000029684	0.9890742932
3543	tre	3	0.0000029684	0.9890772616
3544	trast	3	0.0000029684	0.9890802300
3545	trak	3	0.0000029684	0.9890831984
3546	traUp	3	0.0000029684	0.9890861668
3547	trUms	3	0.0000029684	0.9890891352
3548	trEs	3	0.0000029684	0.9890921036
3549	trEN	3	0.0000029684	0.9890950721
3550	tlC	3	0.0000029684	0.9890980405
3551	ta~:	3	0.0000029684	0.9891010089
3552	tant	3	0.0000029684	0.9891039773
3553	taS	3	0.0000029684	0.9891069457
3554	taIk	3	0.0000029684	0.9891099141
3555	tYf	3	0.0000029684	0.9891128825
3556	tY	3	0.0000029684	0.9891158509
3557	tSu:	3	0.0000029684	0.9891188193
3558	tSpEn	3	0.0000029684	0.9891217877
3559	tSIp	3	0.0000029684	0.9891247561
3560	tS6s	3	0.0000029684	0.9891277245
3561	tS	3	0.0000029684	0.9891306929
3562	tQa:	3	0.0000029684	0.9891336613
3563	tOs	3	0.0000029684	0.9891366297
3564	tOm	3	0.0000029684	0.9891395981
3565	tO6	3	0.0000029684	0.9891425665
3566	tEnt	3	0.0000029684	0.9891455349
3567	svEn	3	0.0000029684	0.9891485033
3568	suNs	3	0.0000029684	0.9891514717
3569	spla	3	0.0000029684	0.9891544401
3570	spi:tS	3	0.0000029684	0.9891574085
3571	sne:	3	0.0000029684	0.9891603769
3572	snE	3	0.0000029684	0.9891633454
3573	sn@n	3	0.0000029684	0.9891663138
3574	smIC	3	0.0000029684	0.9891692822
3575	slu:k	3	0.0000029684	0.9891722506
3576	skEp	3	0.0000029684	0.9891752190
3577	sba:n	3	0.0000029684	0.9891781874
3578	sat	3	0.0000029684	0.9891811558
3579	samt	3	0.0000029684	0.9891841242
3580	sak	3	0.0000029684	0.9891870926
3581	saN	3	0.0000029684	0.9891900610
3582	sa:s	3	0.0000029684	0.9891930294
3583	sUts	3	0.0000029684	0.9891959978
3584	sQn	3	0.0000029684	0.9891989662
3585	s@nt	3	0.0000029684	0.9892019346
3586	s9N	3	0.0000029684	0.9892049030
3587	ru:fs	3	0.0000029684	0.9892078714
3588	ru:6	3	0.0000029684	0.9892108398
3589	re:k	3	0.0000029684	0.9892138082
3590	rat	3	0.0000029684	0.9892167766
3591	raltS	3	0.0000029684	0.9892197450
3592	raUxt	3	0.0000029684	0.9892227134
3593	raIm	3	0.0000029684	0.9892256818
3594	ra:l	3	0.0000029684	0.9892286502
3595	rYs	3	0.0000029684	0.9892316187
3596	rUtS	3	0.0000029684	0.9892345871
3597	rOm	3	0.0000029684	0.9892375555
3598	rIm	3	0.0000029684	0.9892405239
3599	rIj	3	0.0000029684	0.9892434923
3600	rINs	3	0.0000029684	0.9892464607
3601	rECts	3	0.0000029684	0.9892494291
3602	r@nt	3	0.0000029684	0.9892523975
3603	r@N	3	0.0000029684	0.9892553659
3604	pru:	3	0.0000029684	0.9892583343
3605	prOx	3	0.0000029684	0.9892613027
3606	prIl	3	0.0000029684	0.9892642711
3607	ple:n	3	0.0000029684	0.9892672395
3608	pl6	3	0.0000029684	0.9892702079
3609	pat	3	0.0000029684	0.9892731763
3610	pass	3	0.0000029684	0.9892761447
3611	pal	3	0.0000029684	0.9892791131
3612	paUz	3	0.0000029684	0.9892820815
3613	paIn	3	0.0000029684	0.9892850499
3614	paIl	3	0.0000029684	0.9892880183
3615	pUtst	3	0.0000029684	0.9892909867
3616	pUt	3	0.0000029684	0.9892939551
3617	pUS	3	0.0000029684	0.9892969235
3618	pOlt	3	0.0000029684	0.9892998920
3619	pOY	3	0.0000029684	0.9893028604
3620	pE:	3	0.0000029684	0.9893058288
3621	nttsvan	3	0.0000029684	0.9893087972
3622	naIt	3	0.0000029684	0.9893117656
3623	naIkt	3	0.0000029684	0.9893147340
3624	nYs	3	0.0000029684	0.9893177024
3625	nStEl	3	0.0000029684	0.9893206708
3626	nImst	3	0.0000029684	0.9893236392
3627	nEf	3	0.0000029684	0.9893266076
3628	n@r	3	0.0000029684	0.9893295760
3629	n@ns	3	0.0000029684	0.9893325444
3630	n@N	3	0.0000029684	0.9893355128
3631	mo~	3	0.0000029684	0.9893384812
3632	mis	3	0.0000029684	0.9893414496
3633	mi:nS	3	0.0000029684	0.9893444180
3634	me:ls	3	0.0000029684	0.9893473864
3635	ma~:	3	0.0000029684	0.9893503548
3636	maxst	3	0.0000029684	0.9893533232
3637	maU	3	0.0000029684	0.9893562916
3638	ma:lt	3	0.0000029684	0.9893592600
3639	ma:g	3	0.0000029684	0.9893622284
3640	mYnt	3	0.0000029684	0.9893651968
3641	mO6ts	3	0.0000029684	0.9893681652
3642	mEks	3	0.0000029684	0.9893711337
3643	m6s	3	0.0000029684	0.9893741021
3644	lo:k	3	0.0000029684	0.9893770705
3645	li:t	3	0.0000029684	0.9893800389
3646	li:pst	3	0.0000029684	0.9893830073
3647	li:6t	3	0.0000029684	0.9893859757
3648	le:n	3	0.0000029684	0.9893889441
3649	le:b	3	0.0000029684	0.9893919125
3650	laxt	3	0.0000029684	0.9893948809
3651	la:d	3	0.0000029684	0.9893978493
3652	lYp	3	0.0000029684	0.9894008177
3653	lOs	3	0.0000029684	0.9894037861
3654	lEnts	3	0.0000029684	0.9894067545
3655	lEnt	3	0.0000029684	0.9894097229
3656	l@m	3	0.0000029684	0.9894126913
3657	l2:st	3	0.0000029684	0.9894156597
3658	ky:n	3	0.0000029684	0.9894186281
3659	kvatSt	3	0.0000029684	0.9894215965
3660	kvart	3	0.0000029684	0.9894245649
3661	kva	3	0.0000029684	0.9894275333
3662	ku:6	3	0.0000029684	0.9894305017
3663	ksvaI	3	0.0000029684	0.9894334701
3664	ks@n	3	0.0000029684	0.9894364385
3665	kru:	3	0.0000029684	0.9894394070
3666	kro:t	3	0.0000029684	0.9894423754
3667	kraUx	3	0.0000029684	0.9894453438
3668	kra	3	0.0000029684	0.9894483122
3669	krOYts	3	0.0000029684	0.9894512806
3670	krIpt	3	0.0000029684	0.9894542490
3671	ko:l	3	0.0000029684	0.9894572174
3672	knIk	3	0.0000029684	0.9894601858
3673	km2:	3	0.0000029684	0.9894631542
3674	kli:	3	0.0000029684	0.9894661226
3675	klOpft	3	0.0000029684	0.9894690910
3676	klOp	3	0.0000029684	0.9894720594
3677	kl2:	3	0.0000029684	0.9894750278
3678	ki:m	3	0.0000029684	0.9894779962
3679	ki:6t	3	0.0000029684	0.9894809646
3680	ke:n	3	0.0000029684	0.9894839330
3681	kaIns	3	0.0000029684	0.9894869014
3682	kaId	3	0.0000029684	0.9894898698
3683	ka:s	3	0.0000029684	0.9894928382
3684	ka:rt	3	0.0000029684	0.9894958066
3685	ka:rd	3	0.0000029684	0.9894987750
3686	kUp	3	0.0000029684	0.9895017434
3687	kStEl	3	0.0000029684	0.9895047118
3688	kOmp	3	0.0000029684	0.9895076803
3689	kO6n	3	0.0000029684	0.9895106487
3690	kO6m	3	0.0000029684	0.9895136171
3691	kIt	3	0.0000029684	0.9895165855
3692	kE:sp	3	0.0000029684	0.9895195539
3693	kE:m	3	0.0000029684	0.9895225223
3694	kE6l	3	0.0000029684	0.9895254907
3695	k9C	3	0.0000029684	0.9895284591
3696	jes	3	0.0000029684	0.9895314275
3697	jam	3	0.0000029684	0.9895343959
3698	jUNs	3	0.0000029684	0.9895373643
3699	jOx	3	0.0000029684	0.9895403327
3700	jO6k	3	0.0000029684	0.9895433011
3701	j6	3	0.0000029684	0.9895462695
3702	hot	3	0.0000029684	0.9895492379
3703	ho:n	3	0.0000029684	0.9895522063
3704	hna:m	3	0.0000029684	0.9895551747
3705	hnIs	3	0.0000029684	0.9895581431
3706	hi	3	0.0000029684	0.9895611115
3707	he	3	0.0000029684	0.9895640799
3708	haz	3	0.0000029684	0.9895670483
3709	halts	3	0.0000029684	0.9895700167
3710	hab	3	0.0000029684	0.9895729851
3711	haId	3	0.0000029684	0.9895759536
3712	ha:lp	3	0.0000029684	0.9895789220
3713	hOft	3	0.0000029684	0.9895818904
3714	hOYs	3	0.0000029684	0.9895848588
3715	hO6s	3	0.0000029684	0.9895878272
3716	hIns	3	0.0000029684	0.9895907956
3717	hEm	3	0.0000029684	0.9895937640
3718	hEks	3	0.0000029684	0.9895967324
3719	hENkt	3	0.0000029684	0.9895997008
3720	hENk	3	0.0000029684	0.9896026692
3721	hE6m	3	0.0000029684	0.9896056376
3722	h2:6d	3	0.0000029684	0.9896086060
3723	gre:kt	3	0.0000029684	0.9896115744
3724	gran	3	0.0000029684	0.9896145428
3725	graIf	3	0.0000029684	0.9896175112
3726	gra:t	3	0.0000029684	0.9896204796
3727	grIC	3	0.0000029684	0.9896234480
3728	gny:N	3	0.0000029684	0.9896264164
3729	gnaU	3	0.0000029684	0.9896293848
3730	gmax	3	0.0000029684	0.9896323532
3731	gmYnt	3	0.0000029684	0.9896353216
3732	gmEn	3	0.0000029684	0.9896382900
3733	gle:kt	3	0.0000029684	0.9896412584
3734	glICst	3	0.0000029684	0.9896442268
3735	glEt	3	0.0000029684	0.9896471953
3736	gl6	3	0.0000029684	0.9896501637
3737	gklap	3	0.0000029684	0.9896531321
3738	gkaUft	3	0.0000029684	0.9896561005
3739	gkYm	3	0.0000029684	0.9896590689
3740	gkUk	3	0.0000029684	0.9896620373
3741	gjo:	3	0.0000029684	0.9896650057
3742	gen	3	0.0000029684	0.9896679741
3743	gbaUt	3	0.0000029684	0.9896709425
3744	gast	3	0.0000029684	0.9896739109
3745	gaf	3	0.0000029684	0.9896768793
3746	gSri:m	3	0.0000029684	0.9896798477
3747	gSEft	3	0.0000029684	0.9896828161
3748	gON	3	0.0000029684	0.9896857845
3749	gIft	3	0.0000029684	0.9896887529
3750	gEns	3	0.0000029684	0.9896917213
3751	g@N	3	0.0000029684	0.9896946897
3752	g6s	3	0.0000029684	0.9896976581
3753	fy:kt	3	0.0000029684	0.9897006265
3754	fri:k	3	0.0000029684	0.9897035949
3755	fraIC	3	0.0000029684	0.9897065633
3756	frYC	3	0.0000029684	0.9897095317
3757	frOn	3	0.0000029684	0.9897125001
3758	frOYnh	3	0.0000029684	0.9897154686
3759	frIt	3	0.0000029684	0.9897184370
3760	fr2:	3	0.0000029684	0.9897214054
3761	fli:Ct	3	0.0000029684	0.9897243738
3762	flaIS	3	0.0000029684	0.9897273422
3763	flEC	3	0.0000029684	0.9897303106
3764	fl@	3	0.0000029684	0.9897332790
3765	fe:b	3	0.0000029684	0.9897362474
3766	faUl	3	0.0000029684	0.9897392158
3767	faIls	3	0.0000029684	0.9897421842
3768	faIl	3	0.0000029684	0.9897451526
3769	fa:l	3	0.0000029684	0.9897481210
3770	fYnfts	3	0.0000029684	0.9897510894
3771	fYmft	3	0.0000029684	0.9897540578
3772	fOY	3	0.0000029684	0.9897570262
3773	fO6s	3	0.0000029684	0.9897599946
3774	fEt	3	0.0000029684	0.9897629630
3775	fElQ	3	0.0000029684	0.9897659314
3776	fE6t	3	0.0000029684	0.9897688998
3777	fE6p	3	0.0000029684	0.9897718682
3778	fE6nh	3	0.0000029684	0.9897748366
3779	f@ls	3	0.0000029684	0.9897778050
3780	et	3	0.0000029684	0.9897807734
3781	e:l	3	0.0000029684	0.9897837419
3782	e:6ss	3	0.0000029684	0.9897867103
3783	dy:s	3	0.0000029684	0.9897896787
3784	dwe	3	0.0000029684	0.9897926471
3785	dru:	3	0.0000029684	0.9897956155
3786	dro:	3	0.0000029684	0.9897985839
3787	dre:n	3	0.0000029684	0.9898015523
3788	dre	3	0.0000029684	0.9898045207
3789	draks	3	0.0000029684	0.9898074891
3790	draN	3	0.0000029684	0.9898104575
3791	dra:t	3	0.0000029684	0.9898134259
3792	dra:m	3	0.0000029684	0.9898163943
3793	dr6	3	0.0000029684	0.9898193627
3794	dlIC	3	0.0000029684	0.9898223311
3795	djOs	3	0.0000029684	0.9898252995
3796	djEl	3	0.0000029684	0.9898282679
3797	di:r	3	0.0000029684	0.9898312363
3798	damt	3	0.0000029684	0.9898342047
3799	daUn	3	0.0000029684	0.9898371731
3800	da:x	3	0.0000029684	0.9898401415
3801	da:t	3	0.0000029684	0.9898431099
3802	dZO6tS	3	0.0000029684	0.9898460783
3803	dZ6	3	0.0000029684	0.9898490467
3804	dU6f	3	0.0000029684	0.9898520152
3805	dIj	3	0.0000029684	0.9898549836
3806	dIh	3	0.0000029684	0.9898579520
3807	dINQ	3	0.0000029684	0.9898609204
3808	dEt	3	0.0000029684	0.9898638888
3809	dEnts	3	0.0000029684	0.9898668572
3810	dEnt	3	0.0000029684	0.9898698256
3811	dEfs	3	0.0000029684	0.9898727940
3812	dESN	3	0.0000029684	0.9898757624
3813	dENks	3	0.0000029684	0.9898787308
3814	bzu:x	3	0.0000029684	0.9898816992
3815	bsCn	3	0.0000029684	0.9898846676
3816	bs6l	3	0.0000029684	0.9898876360
3817	bre:m	3	0.0000029684	0.9898906044
3818	braUn	3	0.0000029684	0.9898935728
3819	brOx	3	0.0000029684	0.9898965412
3820	brOm	3	0.0000029684	0.9898995096
3821	brIk	3	0.0000029684	0.9899024780
3822	brEt	3	0.0000029684	0.9899054464
3823	br2:t	3	0.0000029684	0.9899084148
3824	bn@n	3	0.0000029684	0.9899113832
3825	bmts	3	0.0000029684	0.9899143516
3826	bmUts	3	0.0000029684	0.9899173200
3827	bli:k	3	0.0000029684	0.9899202884
3828	ble:ts	3	0.0000029684	0.9899232569
3829	bdaN	3	0.0000029684	0.9899262253
3830	bdIN	3	0.0000029684	0.9899291937
3831	bap	3	0.0000029684	0.9899321621
3832	baIs	3	0.0000029684	0.9899351305
3833	bYt	3	0.0000029684	0.9899380989
3834	bStIm	3	0.0000029684	0.9899410673
3835	bStEl	3	0.0000029684	0.9899440357
3836	bIts	3	0.0000029684	0.9899470041
3837	bI6	3	0.0000029684	0.9899499725
3838	bEtS	3	0.0000029684	0.9899529409
3839	bEnts	3	0.0000029684	0.9899559093
3840	bE6t	3	0.0000029684	0.9899588777
3841	bE6ns	3	0.0000029684	0.9899618461
3842	b9nS	3	0.0000029684	0.9899648145
3843	arts	3	0.0000029684	0.9899677829
3844	aUg	3	0.0000029684	0.9899707513
3845	aIt	3	0.0000029684	0.9899737197
3846	aInst	3	0.0000029684	0.9899766881
3847	ZU6	3	0.0000029684	0.9899796565
3848	Z@l	3	0.0000029684	0.9899826249
3849	US	3	0.0000029684	0.9899855933
3850	Svi	3	0.0000029684	0.9899885617
3851	Svar	3	0.0000029684	0.9899915302
3852	Stro:m	3	0.0000029684	0.9899944986
3853	Straf	3	0.0000029684	0.9899974670
3854	StrOY	3	0.0000029684	0.9900004354
3855	StrENnt	3	0.0000029684	0.9900034038
3856	Str2:	3	0.0000029684	0.9900063722
3857	Sto:	3	0.0000029684	0.9900093406
3858	Sti:k	3	0.0000029684	0.9900123090
3859	Ste:st	3	0.0000029684	0.9900152774
3860	StaUs	3	0.0000029684	0.9900182458
3861	Sta:ts	3	0.0000029684	0.9900212142
3862	Sta:l	3	0.0000029684	0.9900241826
3863	StIn	3	0.0000029684	0.9900271510
3864	StIl	3	0.0000029684	0.9900301194
3865	StIf	3	0.0000029684	0.9900330878
3866	StEkt	3	0.0000029684	0.9900360562
3867	StEC	3	0.0000029684	0.9900390246
3868	StE6k	3	0.0000029684	0.9900419930
3869	St2:6	3	0.0000029684	0.9900449614
3870	SrIt	3	0.0000029684	0.9900479298
3871	SrENkt	3	0.0000029684	0.9900508982
3872	SprYC	3	0.0000029684	0.9900538666
3873	SprE:	3	0.0000029684	0.9900568350
3874	SpEC	3	0.0000029684	0.9900598035
3875	SnI	3	0.0000029684	0.9900627719
3876	Smi:t	3	0.0000029684	0.9900657403
3877	SmIs	3	0.0000029684	0.9900687087
3878	Sle:g	3	0.0000029684	0.9900716771
3879	Sla:kt	3	0.0000029684	0.9900746455
3880	SlICt	3	0.0000029684	0.9900776139
3881	SlECts	3	0.0000029684	0.9900805823
3882	SlE:f	3	0.0000029684	0.9900835507
3883	SlE:	3	0.0000029684	0.9900865191
3884	SlE	3	0.0000029684	0.9900894875
3885	Sam	3	0.0000029684	0.9900924559
3886	Safts	3	0.0000029684	0.9900954243
3887	SOs	3	0.0000029684	0.9900983927
3888	SIt	3	0.0000029684	0.9901013611
3889	SEr	3	0.0000029684	0.9901043295
3890	S9pft	3	0.0000029684	0.9901072979
3891	S6t	3	0.0000029684	0.9901102663
3892	Qo6	3	0.0000029684	0.9901132347
3893	Qm	3	0.0000029684	0.9901162031
3894	Qev	3	0.0000029684	0.9901191715
3895	Qa~	3	0.0000029684	0.9901221399
3896	Qaf	3	0.0000029684	0.9901251083
3897	QaUt	3	0.0000029684	0.9901280768
3898	QaNs	3	0.0000029684	0.9901310452
3899	QUms	3	0.0000029684	0.9901340136
3900	QUf	3	0.0000029684	0.9901369820
3901	QU6	3	0.0000029684	0.9901399504
3902	QElft	3	0.0000029684	0.9901429188
3903	Q2:s	3	0.0000029684	0.9901458872
3904	Etv	3	0.0000029684	0.9901488556
3905	EntC	3	0.0000029684	0.9901518240
3906	EkS	3	0.0000029684	0.9901547924
3907	CaI	3	0.0000029684	0.9901577608
3908	6ts	3	0.0000029684	0.9901607292
3909	6st	3	0.0000029684	0.9901636976
3910	6d	3	0.0000029684	0.9901666660
3911	2:6t	3	0.0000029684	0.9901696344
3912	zo~:	2	0.0000019789	0.9901716133
3913	zof	2	0.0000019789	0.9901735923
3914	znIC	2	0.0000019789	0.9901755712
