ipa_trigram,frequency
ɔ_v_b,7
ɔ_t_ʃ,7
ɔ_t_h,7
ɔ_ʃ_t,7
ɔ_r_aː,7
ɔ_p_ə,7
ɔ_m_j,7
ɔ_f__p:_,7
œ_ç_ɛ,7
œ_ɐ_n,7
oː_x_f,7
oː_x_b,7
oː_uː_j,7
oː_t_ʃ,7
oː_t_au,7
oː_t_ai,7
øː_t_aː,7
øː_t_a,7
oː_p_l,7
oː_p_ɛː,7
oː_p_ai,7
oː_oː_n,7
øː_n_j,7
oː_m_v,7
oː_m_d,7
oː_k_t,7
oː_ɪ_r,7
øː_ɪ_ç,7
øː_h_eː,7
øː_h_ɐ,7
oː_g_ʊ,7
oː_f_s,7
oː_ɛ_m,7
oː_ɐ_eː,7
oː_aː_z,7
oː__p:__eː,7
oː__p:__d,7
ŋ_ʊ_ŋ,7
ŋ_t_ʊ,7
ŋ_m_ʊ,7
ŋ_k_ʏ,7
ŋ_k_aː,7
ŋ_g_l,7
ŋ_f_ɪ,7
ŋ_ə_s,7
ŋ_ə_l,7
ŋ_ə_aː,7
ŋ_d_uː,7
ŋ_ɐ_v,7
ŋ_ai_ŋ,7
ŋ_a_p,7
ŋ_a_n,7
n_x__p:_,7
n_v_a͜i,7
n_t_ç,7
n_ʃ_ɔ,7
n_ʃ_j,7
n_r_k,7
n_p_m,7
n_ɔi_ɐ,7
n_ɔ_s,7
n_oː_j,7
n_øː_ɪ,7
n_n_g,7
n_m_z,7
n_m_k,7
n_m_h,7
n_l_uː,7
n_iː_l,7
n_iː_f,7
n_iː_ɛ,7
n_iː_a,7
n_h_yː,7
n_h_uː,7
n_h_øː,7
n_ə_ɔ,7
n_eː_yː,7
n_b_yː,7
n_ɐ_uː,7
n_ɐ_s,7
n_ɐ_j,7
n_au_h,7
n_aː_s,7
n_aː__p:_,7
m_z_uː,7
m_s_f,7
m_p_s,7
m_l_t,7
m_k_ʏ,7
m_j_t,7
m_ɪ_ŋ,7
m_iː_ɪ,7
m_h_uː,7
m_h_ɔi,7
m_ə_t,7
m_ə_a,7
m_ɐ_s,7
m_a_aː,7
m__p:__ɪ,7
m__p:__d,7
m__p:__b,7
m__p:__aː,7
l_z_v,7
l_ʃ_øː,7
l_s_aː,7
l_oː_oː,7
l_oː_h,7
l_n_s,7
l_n_j,7
l_m_ʏ,7
l_m_d,7
l_l_ai,7
l_k_ɛ,7
l_k_au,7
l_j_oː,7
l_h_p,7
l_h_ɔi,7
l_h_oː,7
l_ɛː_n,7
l_ə_uː,7
l_ç_z,7
l_ç_v,7
l_ç_m,7
l_b_oː,7
l_ɐ_ʊ,7
l_ɐ_h,7
l_a_v,7
k_ʊ_p,7
k_uː_z,7
k_s_ɔ,7
k_oː_s,7
k_øː_n,7
k_n_uː,7
k_l_iː,7
k_ɪ_r,7
k_iː_l,7
k_f_ɔ,7
k_ɛː_f,7
k_ɛ_ʃ,7
k_d_uː,7
k_ɐ_f,7
k_au_t,7
k_ai_ŋ,7
k_aː_z,7
k_aː_ɐ,7
k_a_v,7
j_oː_uː,7
j_oː_ɪ,7
j_n_a,7
j_a_s,7
ɪ_v_m,7
ɪ_t_ç,7
ɪ_r_a,7
ɪ_ŋ_j,7
ɪ_ŋ_f,7
ɪ_m_oː,7
ɪ_l_ʃ,7
ɪ_l_ɐ,7
ɪ_g_n,7
ɪ_g_j,7
ɪ_f_s,7
ɪ_f_m,7
ɪ_f_b,7
ɪ_ç_ʏ,7
ɪ_ç_ɛː,7
ɪ_b_ɪ,7
ɪ_ɐ_ɔ,7
iː_v_ɛː,7
iː_t_ɔi,7
iː_t_j,7
iː_ʃ_øː,7
iː_ʃ_a,7
iː_r_ɔ,7
iː_p_z,7
iː_n_z,7
iː_n_p,7
iː_m_uː,7
iː_k_h,7
iː_k_g,7
iː_k_au,7
iː_iː_iː,7
iː_h_ʏ,7
iː_h_ʊ,7
iː_h_oː,7
iː_ɛ_ŋ,7
iː_ɛ_k,7
iː__p:__v,7
h_yː_p,7
h_p_f,7
h_p_b,7
h_ɔ_b,7
h_oː_n,7
h_m_j,7
h_m_ɪ,7
h_ɛ_p,7
h_ə_z,7
h_eː_b,7
h_ɐ_ʃ,7
h_au_f,7
g_uː_ɐ,7
g_r_iː,7
g_ɔ_l,7
g_ɪ_f,7
g_ɛ_r,7
g_ə_ʏ,7
g_b_a,7
g_ɐ_ʃ,7
f_yː_b,7
f_v_ɪ,7
f_s_v,7
f_ɔi_ɪ,7
f_ɔ_f,7
f_oː_p,7
f_oː_f,7
f_oː_b,7
f_n_z,7
f_n_r,7
f_m_ʃ,7
f_m_r,7
f_f_r,7
f_ɛː_h,7
f_ə_ʊ,7
f_ə_h,7
f_d_n,7
f_d_au,7
f_ai_ŋ,7
f_ai_l,7
f__p:__v,7
f__p:__ɪ,7
f__p:__ai,7
ɛː_z_oː,7
ɛː_z_ɪ,7
ɛː_z_eː,7
ɛː_h_ɪ,7
ɛː_d_ɐ,7
ɛː_ɐ_ai,7
ɛ_s_m,7
ɛ_s_b,7
ɛ_m_z,7
ɛ_m_f,7
ɛ_k_f,7
ɛ_k_a,7
ɛ_ɐ_ŋ,7
ə_z_ʏ,7
ə_t_uː,7
ə_t_k,7
ə_r_ʏ,7
ə_r_iː,7
ə_m_yː,7
ə_m_iː,7
ə_j_uː,7
ə_j_a,7
ə_ɪ_r,7
ə_h_ʊ,7
ə_f_ai,7
eː_z_ai,7
eː_t_x,7
eː_ʃ_ai,7
eː_n_x,7
eː_m_s,7
eː_k_z,7
eː_k_ʏ,7
eː_k_n,7
eː_k_h,7
eː_j_a,7
eː_g_j,7
eː_f_ɐ,7
eː_eː_b,7
eː_b_r,7
eː_b_l,7
d_n_v,7
d_n_ɛ,7
d_n_eː,7
d_l_ə,7
d_l_ɐ,7
d_ə_yː,7
d_ɐ_yː,7
d_ɐ_s,7
d_a_k,7
ç_z_yː,7
ç_ʏ_p,7
ç_x_f,7
ç_s_ɪ,7
ç_s_ɛ,7
ç_n_n,7
ç_n_m,7
ç_n_j,7
ç_ɛ_m,7
ç_ə_oː,7
ç_ə_ai,7
ç_eː_v,7
ç_ɐ_k,7
ç_aː_z,7
ç_a_k,7
b_yː_t,7
b_r_yː,7
b_r_ɔ,7
b_ɪ_ç,7
b_iː_s,7
b_iː_d,7
b_eː_ʊ,7
ɐ_z_m,7
ɐ_x_v,7
ɐ_x_eː,7
ɐ_ʃ_ʏ,7
ɐ_s_ʊ,7
ɐ_s_l,7
ɐ_s_aː,7
ɐ_p_ɪ,7
ɐ_ɔi_r,7
ɐ_ɔ_k,7
ɐ_oː_m,7
ɐ_m_k,7
ɐ_m__p:_,7
ɐ_k_g,7
ɐ_h_øː,7
ɐ_f_g,7
ɐ_ç_r,7
ɐ_ç_h,7
ɐ_ç_ai,7
ɐ_b_iː,7
ɐ__p:__t,7
ɐ__p:__s,7
ɐ__p:__n,7
ɐ__p:__aː,7
au_z_ɔ,7
au_p_b,7
au_m_v,7
au_m_f,7
au_k_t,7
au_f_iː,7
au_d_uː,7
au_ç_œ,7
au_ç_ɐ,7
au_ɐ_d,7
a͜i_t_ə,7
ai_ʃ_n,7
ai_ʃ_a,7
ai_m_p,7
ai_m_n,7
ai_m__p:_,7
ai_l_p,7
ai_g_l,7
a͜i_g_ɛ,7
ai_d_ɔ,7
ai_ç_b,7
ai_ç_a,7
ai_b_ɪ,7
ai_aː_b,7
aː_uː_m,7
aː_ʃ_ɔ,7
aː_r_ɔ,7
aː_eː_n,7
aː_d_ai,7
aː__p:__au,7
a_x_uː,7
a_v_oː,7
a_t_t,7
a_ʃ_ɛ,7
a_p_yː,7
a_ŋ_b,7
a_l_yː,7
a_k_uː,7
a_k_r,7
a_k_ɔ,7
a_k_ai,7
a_k_a,7
a_j_ɛ,7
a_b_eː,7
_p:__x_eː,7
_p:__ʃ_aː,7
_p:__s_k,7
_p:__ɔ_ɐ,7
_p:__oː_n,7
_p:__oː_g,7
_p:__n_iː,7
_p:__l_ɛ,7
_p:__k_œ,7
_p:__h_øː,7
_p:__h_oː,7
_p:__g_ɔ,7
_p:__g_ai,7
_p:__f_uː,7
_p:__f_k,7
_p:__ɛ_k,7
_p:__d_oː,7
_p:__b_ə,7
_p:__aː_p,7
_p:__a_x,7
ʔ_aː_l,6
ʔ_aː_ɪ,6
z_ɔi_m,6
z_ɔ_k,6
z_oː_ə,6
z_oː_a͜i,6
z_ə_eː,6
z_eː_p,6
z_au_ɛ,6
z_ai_s,6
z_a_s,6
ʏ_t_eː,6
ʏ_s_m,6
ʏ_p_n,6
ʏ_m_n,6
ʏ_l_z,6
ʏ_l_g,6
ʏ_k_ʃ,6
ʏ_k_ɪ,6
ʏ_k_ç,6
ʏ_ç_ɪ,6
yː_z_iː,6
yː_z_eː,6
yː_r_au,6
yː_n_ɐ,6
yː_l_s,6
yː_l_g,6
yː_b_ɪ,6
yː_ɐ_r,6
x_x_d,6
x_v_r,6
x_ʃ_uː,6
x_s_h,6
x_s_f,6
x_s_b,6
x_n_ɔi,6
x_m_ɛ,6
x_l_ɔ,6
x_h_ai,6
x_g_ai,6
x_f_eː,6
x_ə_ɛ,6
x_eː_z,6
x_ɐ_au,6
x_a_v,6
x__p:__v,6
v_ɔi_s,6
v_ɔ_ʃ,6
v_n_s,6
v_n_eː,6
v_k_ɪ,6
v_h_oː,6
v_ɛː_l,6
v_ɛ_z,6
v_ə_m,6
v_a͜i_l,6
v_aː_b,6
v_a_f,6
ʊ_x_ʊ,6
ʊ_x_ɛ,6
ʊ_x_aː,6
ʊ_t_iː,6
ʊ_s_uː,6
ʊ_s_l,6
ʊ_s_iː,6
ʊ_p_z,6
ʊ_n_ɪ,6
ʊ_m_ʊ,6
ʊ_m_b,6
ʊ_m_a,6
ʊ_l_m,6
ʊ_k_v,6
ʊ_k_ʊ,6
ʊ_k_eː,6
ʊ_g_b,6
uː_z_ɔi,6
uː_v_ʏ,6
uː_t_yː,6
uː_ʃ_n,6
uː_ʃ_ɛ,6
uː_s_ʊ,6
uː_s_oː,6
uː_m_iː,6
uː_l_ɪ,6
uː_l_ɛː,6
uː_k_oː,6
uː_k_ɪ,6
uː_k_d,6
uː_iː_uː,6
uː_h_uː,6
uː_h_iː,6
uː_g_aː,6
uː_f_ʏ,6
uː_ɛ_s,6
uː_d_ʊ,6
uː_d_oː,6
uː_b_au,6
uː_ɐ_yː,6
uː_aː_n,6
uː_a_ŋ,6
t_ʏ_ç,6
t_yː_ɪ,6
t_x_ɛ,6
t_x_eː,6
t_uː_ɪ,6
t_t__p:_,6
t_r_t,6
t_œ_f,6
t_oː_ʃ,6
t_m_ʃ,6
t_m_n,6
t_k_ɛː,6
t_ɪ_d,6
t_g_ʏ,6
t_ɛː_r,6
t_eː_uː,6
t_eː__p:_,6
t_b_ʏ,6
t_ɐ_x,6
t_ɐ_s,6
t_ɐ_eː,6
t_au_p,6
t_au_d,6
t__p:__a,6
ʃ_z_ɔ,6
ʃ_v_oː,6
ʃ_ʊ_s,6
ʃ_t_iː,6
ʃ_ʃ_t,6
ʃ_p_ɔi,6
ʃ_ə_ʊ,6
ʃ_m_ʊ,6
ʃ_l_oː,6
ʃ_l_eː,6
ʃ_k_ʊ,6
ʃ_k_ɔ,6
ʃ_k_l,6
ʃ_k_ai,6
ʃ_ɪ_ŋ,6
ʃ_g_a,6
ʃ_ɛ_s,6
ʃ_ə_ʊ,6
ʃ_ə_oː,6
ʃ_ə_ɛ,6
ʃ_ai_g,6
s_ʏ_p,6
s_x_k,6
s_x_f,6
ʃ_k_ʊ,6
s_s_b,6
s_s_ai,6
s_s__p:_,6
s_p_ə,6
s_øː_g,6
s_oː_f,6
s_n_n,6
s_m_m,6
s_ɪ_ŋ,6
s_h_ʊ,6
s_f_ʃ,6
s_ə_eː,6
s_d_oː,6
s_ç_m,6
s_ɐ_n,6
s_a_g,6
s__p:__r,6
s__p:__j,6
r_ʏ_f,6
r_v_ai,6
r_ʊ_g,6
r_t_l,6
r_s_g,6
r_r_ɪ,6
r_ɔi_z,6
r_n_t,6
r_n_d,6
r_n_aː,6
r_l_ʊ,6
r_ɪ_b,6
r_iː_ɪ,6
r_h_ai,6
r_b_ɛ,6
r_ɐ_b,6
r_au_g,6
r_ai_ɐ,6
r_ai_au,6
r_ai_a,6
p_x_ɪ,6
p_x_h,6
p_x_f,6
p_s_ʃ,6
p_s_p,6
p_s_b,6
p_r_iː,6
p_ɔi_l,6
p_ɔ_x,6
p_n_a,6
p_m_ɛ,6
p_m_eː,6
p_k__p:_,6
p_j_eː,6
p_ɪ_z,6
p_ɪ_p,6
p_iː_d,6
p_iː_a,6
p_h_p,6
p_ə_z,6
p_ɐ_v,6
p_ɐ_au,6
p_ai_g,6
p_a_v,6
p__p:__ʃ,6
p__p:__d,6
ɔi_z_ɛ,6
ɔi_t_au,6
ɔi_s_ɛ,6
ɔi_n_oː,6
ɔi_k_ʊ,6
ɔi_g_ʊ,6
ɔi_f_ə,6
ɔi_f_ɐ,6
ɔi_ə_a,6
ɔ_t_ɐ,6
ɔ_t_ai,6
ɔ_t__p:_,6
ɔ_p_k,6
ɔ_m_v,6
ɔ_m_m,6
ɔ_m_k,6
ɔ_l_uː,6
ɔ_l_l,6
ɔ_l_j,6
ɔ_l_ɛ,6
ɔ_l_ai,6
ɔ_g_ʊ,6
ɔ_f_ɐ,6
œ_l_k,6
œ_l_ə,6
œ_f_ə,6
oː_x_v,6
oː_x_ʃ,6
oː_v_ʏ,6
oː_ʊ_t,6
oː_ʊ_m,6
oː_t_uː,6
øː_t_j,6
oː_t_j,6
oː_ʃ_aː,6
oː_s_oː,6
oː_s_ai,6
oː_p_h,6
oː_p_ə,6
oː_oː_t,6
øː_n_uː,6
øː_n_m,6
øː_n_k,6
oː_m_ɔ,6
øː_m_ɐ,6
oː_l_x,6
oː_l_ɔ,6
øː_k_oː,6
oː_f_k,6
oː_f_h,6
oː_f_g,6
oː_ɛ_t,6
oː_ə_k,6
oː_eː_t,6
oː_d_ai,6
oː_ɐ_ai,6
oː_a͜i_n,6
oː_aː_p,6
oː_a_ɪ,6
oː__p:__ɪ,6
ŋ_z_ɔ,6
ŋ_t_aː,6
ŋ_s_v,6
ŋ_s_ç,6
ŋ_s_ai,6
ŋ_m_t,6
ŋ_l_a,6
ŋ_k_k,6
ŋ_k_ɛː,6
ŋ_j_eː,6
ŋ_h_ɪ,6
ŋ_f_r,6
ŋ_f_ɔ,6
ŋ_ə_oː,6
ŋ_ə_au,6
ŋ_d_ɔ,6
ŋ_b_ɪ,6
ŋ_aː_g,6
n_z_j,6
n_ʏ_s,6
n_yː_oː,6
n_x_ʃ,6
n_x_au,6
n_p_iː,6
n_ɔi_ɛ,6
n_oː_au,6
n_oː_ai,6
n_øː__p:_,6
n_n_x,6
n_n__p:_,6
n_m_b,6
n_l_øː,6
n_j_a,6
n_ɪ_d,6
n_iː_uː,6
n_ɛː_g,6
n_ɛ_p,6
n_eː_ɔ,6
n_ç_x,6
n_ç_j,6
n_au_ə,6
n_au_b,6
n_au_ɐ,6
n__p:__n,6
n__p:__a,6
n__p:___p:_,6
m_uː_yː,6
m_s_z,6
m_s_g,6
m_r_ə,6
m_p_ɔ,6
m_p_øː,6
m_ɔ_p,6
m_oː_z,6
m_oː_l,6
m_n_d,6
m_k_yː,6
m_ɪ_v,6
m_iː_l,6
m_f_ai,6
m_ə_ʊ,6
m_ə_b,6
m_eː_h,6
m_d_ai,6
m_ç_ə,6
m_au_ɐ,6
m__p:__v,6
l_z_yː,6
l_z_ʊ,6
l_yː_t,6
l_v_ʊ,6
l_ʃ_uː,6
l_ʃ_ɪ,6
l_ʃ_g,6
l_r_ɪ,6
l_r_ɛ,6
l_p_j,6
l_p_ə,6
l_p_eː,6
l_ɔi_z,6
l_ɔi_n,6
l_oː_ʊ,6
l_n_h,6
l_n__p:_,6
l_m_z,6
l_m_s,6
l_m_n,6
l_m_ɛ,6
l_l_ɪ,6
l_k_s,6
l_k_n,6
l_k_iː,6
l_iː_ʊ,6
l_iː_ɔ,6
l_h_eː,6
l_f_ɔi,6
l_ɛ_r,6
l_ɛ_l,6
l_d_ɔi,6
l_ç_b,6
l_b_au,6
l_b_a,6
l_ɐ_n,6
l_a͜u_p,6
l_au_ɪ,6
l_au_ɐ,6
l_a_d,6
l__p:__h,6
k_z_v,6
k_yː_b,6
k_v_ʊ,6
k_v_ə,6
k_ʃ_ɪ,6
k_s_r,6
k_s_j,6
k_s_au,6
k_r_uː,6
k_øː_m,6
k_n_f,6
k_n_au,6
k_m_r,6
k_m_ɛː,6
k_l_ɔi,6
k_k_r,6
k_ɪ_k,6
k_ɪ_g,6
k_h_eː,6
k_g_ɪ,6
k_ə_x,6
k_d_ɔ,6
k_d_oː,6
k_ɐ_ʊ,6
k_ɐ_n,6
k_ai_d,6
k_aː_j,6
k__p:__d,6
j_oː_j,6
j_ɛː_g,6
j_ə_a,6
j_eː_t,6
j_a_uː,6
ɪ_v_ɪ,6
ɪ_ʃ_uː,6
ɪ_r_iː,6
ɪ_p_ɛ,6
ɪ_p_a,6
ɪ_p__p:_,6
ɪ_ŋ_r,6
ɪ_ŋ_ai,6
ɪ_m_ɔ,6
ɪ_k_ai,6
ɪ_f_z,6
ɪ_f_ɔ,6
ɪ_f_ai,6
ɪ_d_a,6
ɪ_ç_ʔ,6
ɪ_ç_œ,6
ɪ_ɐ_x,6
ɪ_ɐ_ɔi,6
iː_z_au,6
iː_v_r,6
iː_uː_iː,6
iː_t_uː,6
iː_t__p:_,6
iː_ʃ_m,6
iː_s_ʃ,6
iː_s_f,6
iː_s_ai,6
iː_r_ɐ,6
iː_ɔ_t,6
iː_oː_k,6
iː_n_r,6
iː_n_ç,6
iː_m_ɔ,6
iː_k_z,6
iː_h_eː,6
iː_f_m,6
iː_ɛ_s,6
iː_eː_h,6
iː_d_n,6
iː_ç_ə,6
iː_b_yː,6
iː_b_ʊ,6
iː_ɐ_ɛ,6
iː_au_z,6
iː_au_g,6
iː_aː_z,6
iː_aː_p,6
iː_aː_g,6
iː_a_m,6
iː__p:__ʃ,6
iː__p:__d,6
h_m_ʊ,6
h_m_ʃ,6
h_ɪ_s,6
h_ɪ_f,6
h_ə_t,6
h_ə_au,6
h_ə_aː,6
h_eː_p,6
h_ɐ_b,6
h_aː_v,6
g_ʏ_m,6
g_n_l,6
g_n_ə,6
g_m_aː,6
g_m_a,6
g_iː_oː,6
g_iː_d,6
g_ə_ai,6
g_eː_oː,6
g_ɐ_aː,6
g_ai_t,6
g_ai_g,6
g_aː_g,6
g_a_t,6
g_a_b,6
f_z_ɔ,6
f_v_ɔ,6
f_v_oː,6
f_r_uː,6
f_p_f,6
f_ɔi_ɐ,6
f_n_t,6
f_n_k,6
f_n_ɛ,6
f_n_b,6
f_m_z,6
f_iː_ç,6
f_h_ɛ,6
f_g_l,6
f_f_ɔ,6
f_ə_v,6
f_ə_a,6
f_eː_b,6
f_ɐ_oː,6
f_ai_g,6
f_a_ʃ,6
f__p:__t,6
f__p:__g,6
ɛː_t_ɛ,6
ɛː_n_eː,6
ɛː_k_ɛ,6
ɛː_d_ɪ,6
ɛː_d_a,6
ɛː_ɐ_x,6
ɛː_ɐ_k,6
ɛː_ɐ_a,6
ɛ_s_g,6
ɛ_ŋ_g,6
ɛ_ŋ_aː,6
ɛ_m_ɪ,6
ɛ_l_l,6
ɛ_l_ai,6
ɛ_k_eː,6
ə_z_ʊ,6
ə_x_m,6
ə_x_j,6
ə_x_a,6
ə_v_ʊ,6
ə_v_n,6
ə_t_ʏ,6
ə_t_yː,6
ə_t_m,6
ə_t_d,6
ə_t_b,6
ə_ʃ_n,6
ə_s_uː,6
ə_r_ə,6
ə_r_aː,6
ə_r_a,6
ə_oː_uː,6
ə_n_ɛː,6
ə_m_x,6
ə_m_øː,6
ə_l_uː,6
ə_l_j,6
ə_k_uː,6
ə_eː_r,6
ə_eː_h,6
ə_d_ɔi,6
ə_d_oː,6
ə__p:__x,6
ə__p:__uː,6
ə__p:__ai,6
eː_z_aː,6
eː_t_ɔ,6
eː_t_ɛː,6
eː_ʃ_øː,6
eː_ʃ_l,6
eː_s_yː,6
eː_n_s,6
eː_l_ɔi,6
eː_k_ə,6
eː_j_eː,6
eː_ɪ_l,6
eː_d_ʏ,6
eː_d_oː,6
eː_ai_ŋ,6
eː_aː_n,6
d_uː_uː,6
d_uː_p,6
d_oː_ɐ,6
d_eː_ɪ,6
ç_z_uː,6
ç_x_g,6
ç_v_a͜i,6
ç_ʃ_aː,6
ç_p_l,6
ç_oː_z,6
ç_n_v,6
ç_n_r,6
ç_n_h,6
ç_n_ai,6
ç_n__p:_,6
ç_j_ʊ,6
ç_h_au,6
ç_ɛ_t,6
ç_ə_ʊ,6
ç_ə_j,6
ç_b_a,6
ç_ɐ_uː,6
ç_ɐ_t,6
ç_ɐ_h,6
ç_ɐ__p:_,6
ç_au_t,6
ç__p:__ɔi,6
b_yː_h,6
b_ʊ_l,6
b_r_œ,6
b_oː_ʊ,6
b_n_t,6
b_n_h,6
b_n_g,6
b_n_f,6
b_l_ɔi,6
b_iː_ɔ,6
b_iː_b,6
b_ɛː_ɐ,6
b_ai_x,6
ɐ_v_œ,6
ɐ_ʃ_d,6
ɐ_m_n,6
ɐ_k_ʃ,6
ɐ_k_m,6
ɐ_k_ɛː,6
ɐ_k__p:_,6
ɐ_f_ai,6
ɐ_eː_m,6
ɐ_ç_a,6
ɐ_a_k,6
ɐ__p:__j,6
au_yː_b,6
au_t_ɔ,6
au_t_g,6
au_t_f,6
au_p_ɛ,6
au_n_ç,6
au_m_t,6
au_m_r,6
au_m_oː,6
au_m_h,6
au_ɪ_ɐ,6
au_ə_f,6
au_ai_n,6
ai_t_yː,6
ai_ʃ_ɛ,6
ai_s_ɛ,6
ai_s_ɐ,6
ai_r_eː,6
ai_p_x,6
ai_p_a,6
ai_ɔi_r,6
ai_ŋ_a,6
ai_n_yː,6
ai_m_uː,6
ai_m_eː,6
ai_l_ɐ,6
ai_j_ɛ,6
ai_h_ai,6
ai_f_t,6
ai_f_ɔ,6
ai_ç_eː,6
ai_ç_ai,6
ai_ç_aː,6
ai_b_ɐ,6
ai_ɐ_t,6
aː_ʃ_aː,6
aː_oː_s,6
aː_m_ɛː,6
aː_j_oː,6
aː_ɪ_r,6
aː_h_oː,6
aː_f_t,6
aː_ɛ_ŋ,6
aː_d_yː,6
aː_d_ɐ,6
aː_ai_l,6
aː__p:__n,6
aː__p:__k,6
a_v_iː,6
a_v_ɛ,6
a_v_ai,6
a_t_j,6
a_t_h,6
a_ʃ_n,6
a_ʃ_l,6
a_s_r,6
a_ŋ_oː,6
a_m_ʊ,6
a_m_d,6
a_k_v,6
a_ɪ_m,6
a_f_r,6
a_f_ɪ,6
a_eː_g,6
a_au_s,6
_p:__t_ɔ,6
_p:__t_iː,6
_p:__t_eː,6
_p:__ʃ_au,6
_p:__s_d,6
_p:__r_ɛ,6
_p:__r_au,6
_p:__r_ai,6
_p:__p_z,6
_p:__ɔ_x,6
_p:__l_a,6
_p:__k_v,6
_p:__k_aː,6
_p:__h_ɔi,6
_p:__f_v,6
_p:__ɛː_d,6
_p:__eː_d,6
z_ʏ_d,5
z_yː_t,5
z_uː_aː,5
z_m_a,5
z_h_iː,5
z_ə_x,5
z_eː_ʃ,5
z_ɐ_z,5
z_ɐ_ʊ,5
z_aː_r,5
z_a_p,5
ʏ_p_f,5
ʏ_ŋ_k,5
ʏ_l_m,5
ʏ_k_oː,5
ʏ_k_aː,5
ʏ_ɐ_m,5
yː_z_ɛ,5
yː_v_ɛ,5
yː_v_aː,5
yː_s_v,5
yː_s_ʊ,5
yː_r_iː,5
yː_p_ɪ,5
yː_p_ɛ,5
yː_p_a,5
yː_l_ɪ,5
yː_l_eː,5
yː_k_ə,5
yː_ɪ_n,5
yː_h_oː,5
yː_f_ə,5
yː_ə_aː,5
yː_ɐ_ɔ,5
yː_aː_n,5
x_z_ʊ,5
x_v_ɔ,5
x_ʃ_n,5
x_s_ɪ,5
x_s_d,5
x_s_au,5
x_r_uː,5
x_n_z,5
x_n_v,5
x_n_h,5
x_n_d,5
x_m_iː,5
x_k_ɪ,5
x_ə_l,5
x_ə_k,5
x_eː_h,5
x_eː_ɐ,5
x_d_ɔi,5
x_b_ə,5
x_ɐ_t,5
x_ɐ_f,5
x_aː_t,5
v_oː_ʊ,5
v_n_j,5
v_k_z,5
v_k_ʊ,5
v_iː_ɐ,5
v_h_ɪ,5
v_ɛː__p:_,5
v_ai_au,5
v_aː_p,5
v_aː_k,5
ʊ_x_ʃ,5
ʊ_x_r,5
ʊ_x_j,5
ʊ_x_ɐ,5
ʊ_x_ai,5
ʊ_ʃ_ɪ,5
ʊ_r_yː,5
ʊ_ŋ_p,5
ʊ_m_uː,5
ʊ_l_s,5
ʊ_k_ʃ,5
ʊ_k_f,5
ʊ_k_au,5
ʊ_f_s,5
ʊ_ɐ_v,5
uː_z_ʊ,5
uː_ʃ_v,5
uː_ʃ_au,5
uː_s_t,5
uː_r_uː,5
uː_r_ai,5
uː_p_ɪ,5
uː_p_ə,5
uː_p_d,5
uː_ɔ_f,5
uː_ɔ_ɐ,5
uː_n_ɔi,5
uː_k_z,5
uː_k_h,5
uː_j_eː,5
uː_h_oː,5
uː_h_ai,5
uː_g_ɪ,5
uː_g_a,5
uː_ɐ_uː,5
uː_a_x,5
uː__p:__z,5
t_z_h,5
t_z_au,5
t_yː_d,5
t_x_ai,5
t_x_a,5
t_x__p:_,5
t_ʊ_p,5
t_ʃ_k,5
t_ʃ_h,5
t_ʃ_ɐ,5
t_s_ɛː,5
t_r_œ,5
t_r_g,5
t_r_b,5
t_p_ɔ,5
t_ɔ_m,5
t_oː_eː,5
t_oː_ai,5
t_n_l,5
t_n__p:_,5
t_l_ɔ,5
t_j_a,5
t_iː_s,5
t_d_ʏ,5
t_b_ɔi,5
t_b_øː,5
t_b_iː,5
t_ai_z,5
t_ai_m,5
t_aː_j,5
t_a_m,5
t__p:__ai,5
ʃ_z_ɪ,5
ʃ_yː_s,5
ʃ_v_ʊ,5
ʃ_t_m,5
ʃ_ʃ_p,5
ʃ_s_t,5
ʃ_s_j,5
ʃ_p_yː,5
ʃ_œ_p,5
ʃ_oː_s,5
ʃ_n_uː,5
ʃ_n_ɔi,5
ʃ_n_ɔ,5
ʃ_ɪ_t,5
ʃ_iː_ɐ,5
ʃ_g_ɪ,5
ʃ_f_oː,5
ʃ_f_iː,5
ʃ_ɛ_p,5
ʃ_d_r,5
ʃ_b_ɪ,5
ʃ_au_ʃ,5
ʃ_au_ɐ,5
ʃ_aː_l,5
ʃ__p:__z,5
s_ʏ_ç,5
s_x_v,5
s_x_s,5
s_x_ai,5
s_uː_au,5
s_ʃ_ɛ,5
s_s_p,5
s_s_aː,5
s_r_oː,5
s_r_a,5
s_ɔi_r,5
s_ɔ_n,5
s_oː_z,5
s_n_p,5
s_n_h,5
s_m_øː,5
s_m_n,5
s_l_œ,5
s_ɪ_b,5
s_g_p,5
s_g_ɐ,5
s_f_v,5
s_d_ʏ,5
s_ç_r,5
s_ç_ɪ,5
s_ç_au,5
s_ɐ_f,5
s_au_z,5
s_au_ɪ,5
s_ai_s,5
s_ai_d,5
s_aː_g,5
s__p:__k,5
r_yː_z,5
r_v_r,5
r_uː_s,5
r_t_z,5
r_t_uː,5
r_t_eː,5
r_r_ɛ,5
r_r_au,5
r_p_ʊ,5
r_p_f,5
r_p_a,5
r_œ_k,5
r_œ_g,5
r_œ_ɐ,5
r_ɪ_r,5
r_iː_v,5
r_iː_t,5
r_iː_l,5
r_h_ʊ,5
r_f_iː,5
r_ɛː_f,5
r_d_ai,5
r_b_l,5
r_ɐ_l,5
r_ɐ_k,5
r_ɐ_ɪ,5
